Date_Time,Day_Of_The_Week,Call_Volume,Calls_Dropped,Suspensions,Holiday,Campaign,Service_Outage,Agents_On_Duty,Svc_Level,Transferred_Calls_Percentage
1/9/2000 0:00,Sunday,20,57,NO,NO,NO,NO,16,84,52
1/9/2000 6:00,Sunday,319,25,NO,NO,NO,NO,15,93,56
1/9/2000 12:00,Sunday,362,25,NO,NO,NO,NO,16,95,63
1/9/2000 18:00,Sunday,153,50,NO,NO,NO,NO,16,90,64
1/10/2000 0:00,Monday,503,27,NO,NO,YES,NO,16,90,58
1/10/2000 6:00,Monday,587,59,NO,NO,YES,NO,16,93,64
1/10/2000 12:00,Monday,502,23,NO,NO,YES,NO,17,95,56
1/10/2000 18:00,Monday,553,29,NO,NO,YES,YES,17,91,55
1/11/2000 0:00,Tuesday,20,48,NO,NO,NO,NO,17,80,58
1/11/2000 6:00,Tuesday,232,49,NO,NO,NO,NO,15,91,53
1/11/2000 12:00,Tuesday,293,25,NO,NO,NO,NO,15,92,62
1/11/2000 18:00,Tuesday,574,58,NO,NO,NO,YES,16,88,59
1/12/2000 0:00,Wednesday,585,30,YES,NO,NO,YES,17,93,61
1/12/2000 6:00,Wednesday,574,34,YES,NO,NO,YES,18,80,63
1/12/2000 12:00,Wednesday,536,41,YES,NO,NO,NO,16,95,60
1/12/2000 18:00,Wednesday,561,23,YES,NO,NO,NO,17,84,63
1/13/2000 0:00,Thursday,538,51,NO,NO,NO,YES,18,92,57
1/13/2000 6:00,Thursday,311,38,NO,NO,NO,NO,16,91,61
1/13/2000 12:00,Thursday,504,35,NO,NO,NO,YES,17,88,63
1/13/2000 18:00,Thursday,640,43,NO,NO,NO,YES,17,94,64
1/14/2000 0:00,Friday,527,21,NO,NO,YES,YES,17,82,58
1/14/2000 6:00,Friday,681,58,NO,NO,YES,NO,17,86,62
1/14/2000 12:00,Friday,555,54,NO,NO,YES,NO,15,88,65
1/14/2000 18:00,Friday,546,42,NO,NO,YES,NO,16,90,57
1/15/2000 0:00,Saturday,511,60,NO,NO,NO,YES,17,93,64
1/15/2000 6:00,Saturday,592,27,NO,NO,NO,YES,15,84,54
1/15/2000 12:00,Saturday,375,54,NO,NO,NO,NO,17,93,61
1/15/2000 18:00,Saturday,169,51,NO,NO,NO,NO,16,95,50
1/16/2000 0:00,Sunday,17,31,NO,NO,NO,NO,17,84,52
1/16/2000 6:00,Sunday,630,33,NO,NO,NO,YES,17,93,56
1/16/2000 12:00,Sunday,525,57,NO,NO,NO,YES,18,83,54
1/16/2000 18:00,Sunday,158,37,NO,NO,NO,NO,18,81,61
1/17/2000 0:00,Monday,609,44,NO,NO,YES,NO,18,95,50
1/17/2000 6:00,Monday,662,58,NO,NO,YES,NO,17,92,64
1/17/2000 12:00,Monday,668,37,NO,NO,YES,YES,17,87,51
1/17/2000 18:00,Monday,511,32,NO,NO,YES,NO,16,94,64
1/18/2000 0:00,Tuesday,16,54,NO,NO,NO,NO,16,83,60
1/18/2000 6:00,Tuesday,318,59,NO,NO,NO,NO,16,89,56
1/18/2000 12:00,Tuesday,290,21,NO,NO,NO,NO,15,88,64
1/18/2000 18:00,Tuesday,165,29,NO,NO,NO,NO,16,81,53
1/19/2000 0:00,Wednesday,518,39,YES,NO,NO,YES,17,93,60
1/19/2000 6:00,Wednesday,539,27,YES,NO,NO,NO,17,88,59
1/19/2000 12:00,Wednesday,510,22,YES,NO,NO,NO,15,89,50
1/19/2000 18:00,Wednesday,578,21,YES,NO,NO,NO,18,90,62
1/20/2000 0:00,Thursday,18,47,NO,NO,NO,NO,18,89,52
1/20/2000 6:00,Thursday,206,53,NO,NO,NO,NO,17,91,57
1/20/2000 12:00,Thursday,240,42,NO,NO,NO,NO,16,83,60
1/20/2000 18:00,Thursday,162,41,NO,NO,NO,NO,17,91,50
1/21/2000 0:00,Friday,575,52,NO,NO,YES,YES,16,90,50
1/21/2000 6:00,Friday,503,33,NO,NO,YES,NO,16,84,56
1/21/2000 12:00,Friday,541,48,NO,NO,YES,NO,18,86,65
1/21/2000 18:00,Friday,551,23,NO,NO,YES,NO,15,94,65
1/22/2000 0:00,Saturday,15,25,NO,NO,NO,NO,18,91,51
1/22/2000 6:00,Saturday,309,53,NO,NO,NO,NO,15,84,59
1/22/2000 12:00,Saturday,360,36,NO,NO,NO,NO,15,82,53
1/22/2000 18:00,Saturday,587,40,NO,NO,NO,YES,17,95,50
1/23/2000 0:00,Sunday,622,34,NO,NO,NO,YES,16,83,57
1/23/2000 6:00,Sunday,265,30,NO,NO,NO,NO,17,91,53
1/23/2000 12:00,Sunday,362,51,NO,NO,NO,NO,15,87,52
1/23/2000 18:00,Sunday,167,33,NO,NO,NO,NO,17,85,58
1/24/2000 0:00,Monday,582,33,NO,NO,YES,NO,16,91,59
1/24/2000 6:00,Monday,644,37,NO,NO,YES,NO,18,95,57
1/24/2000 12:00,Monday,659,28,NO,NO,YES,YES,17,95,53
1/24/2000 18:00,Monday,504,56,NO,NO,YES,NO,16,95,59
1/25/2000 0:00,Tuesday,16,31,NO,NO,NO,NO,16,82,52
1/25/2000 6:00,Tuesday,310,54,NO,NO,NO,NO,17,90,61
1/25/2000 12:00,Tuesday,372,35,NO,NO,NO,NO,17,91,59
1/25/2000 18:00,Tuesday,594,48,NO,NO,NO,YES,15,83,52
1/26/2000 0:00,Wednesday,575,31,YES,NO,NO,YES,16,82,52
1/26/2000 6:00,Wednesday,552,53,YES,NO,NO,NO,18,83,64
1/26/2000 12:00,Wednesday,543,34,YES,NO,NO,NO,18,87,60
1/26/2000 18:00,Wednesday,582,30,YES,NO,NO,NO,18,92,50
1/27/2000 0:00,Thursday,612,34,NO,NO,NO,YES,15,94,58
1/27/2000 6:00,Thursday,334,58,NO,NO,NO,NO,15,86,52
1/27/2000 12:00,Thursday,393,34,NO,NO,NO,NO,17,91,57
1/27/2000 18:00,Thursday,608,34,NO,NO,NO,YES,16,93,62
1/28/2000 0:00,Friday,650,24,NO,NO,YES,YES,18,87,54
1/28/2000 6:00,Friday,685,36,NO,NO,YES,NO,15,85,52
1/28/2000 12:00,Friday,683,36,NO,NO,YES,NO,18,81,57
1/28/2000 18:00,Friday,519,57,NO,NO,YES,YES,17,87,59
1/29/2000 0:00,Saturday,503,58,NO,NO,NO,YES,17,81,52
1/29/2000 6:00,Saturday,321,22,NO,NO,NO,NO,15,94,57
1/29/2000 12:00,Saturday,509,26,NO,NO,NO,YES,18,82,62
1/29/2000 18:00,Saturday,636,36,NO,NO,NO,YES,15,80,51
1/30/2000 0:00,Sunday,15,33,NO,NO,NO,NO,17,89,51
1/30/2000 6:00,Sunday,325,60,NO,NO,NO,NO,18,91,59
1/30/2000 12:00,Sunday,252,43,NO,NO,NO,NO,16,82,59
1/30/2000 18:00,Sunday,152,25,NO,NO,NO,NO,17,93,50
1/31/2000 0:00,Monday,681,34,NO,NO,YES,YES,17,85,59
1/31/2000 6:00,Monday,618,38,NO,NO,YES,NO,18,81,51
1/31/2000 12:00,Monday,517,25,NO,NO,YES,YES,15,95,61
1/31/2000 18:00,Monday,617,45,NO,NO,YES,NO,18,82,64
2/1/2000 0:00,Tuesday,15,30,NO,NO,NO,NO,17,86,51
2/1/2000 6:00,Tuesday,656,38,NO,NO,NO,YES,15,83,63
2/1/2000 12:00,Tuesday,364,57,NO,NO,NO,NO,17,88,64
2/1/2000 18:00,Tuesday,667,43,NO,NO,NO,YES,16,89,59
2/2/2000 0:00,Wednesday,575,23,YES,NO,NO,NO,15,82,56
2/2/2000 6:00,Wednesday,547,21,YES,NO,NO,YES,16,80,61
2/2/2000 12:00,Wednesday,562,40,YES,NO,NO,NO,18,89,57
2/2/2000 18:00,Wednesday,578,49,YES,NO,NO,NO,16,86,54
2/3/2000 0:00,Thursday,17,24,NO,NO,NO,NO,18,94,54
2/3/2000 6:00,Thursday,685,20,NO,NO,NO,YES,17,89,51
2/3/2000 12:00,Thursday,360,30,NO,NO,NO,NO,18,93,54
2/3/2000 18:00,Thursday,155,42,NO,NO,NO,NO,17,85,65
2/4/2000 0:00,Friday,632,36,NO,NO,YES,NO,15,88,52
2/4/2000 6:00,Friday,554,27,NO,NO,YES,YES,18,87,58
2/4/2000 12:00,Friday,582,22,NO,NO,YES,YES,15,86,57
2/4/2000 18:00,Friday,596,41,NO,NO,YES,NO,18,81,53
2/5/2000 0:00,Saturday,16,50,NO,NO,NO,NO,15,88,51
2/5/2000 6:00,Saturday,316,21,NO,NO,NO,NO,17,80,54
2/5/2000 12:00,Saturday,360,57,NO,NO,NO,NO,18,81,51
2/5/2000 18:00,Saturday,154,28,NO,NO,NO,NO,17,86,60
2/6/2000 0:00,Sunday,19,59,NO,NO,NO,NO,15,95,50
2/6/2000 6:00,Sunday,301,30,NO,NO,NO,NO,16,90,52
2/6/2000 12:00,Sunday,653,53,NO,NO,NO,YES,18,80,54
2/6/2000 18:00,Sunday,166,57,NO,NO,NO,NO,18,89,52
2/7/2000 0:00,Monday,658,53,NO,NO,YES,NO,16,91,53
2/7/2000 6:00,Monday,624,22,NO,NO,YES,YES,15,90,60
2/7/2000 12:00,Monday,509,31,NO,NO,YES,NO,18,88,56
2/7/2000 18:00,Monday,668,34,NO,NO,YES,YES,18,85,53
2/8/2000 0:00,Tuesday,19,27,NO,NO,NO,NO,15,93,59
2/8/2000 6:00,Tuesday,303,53,NO,NO,NO,NO,17,90,55
2/8/2000 12:00,Tuesday,372,26,NO,NO,NO,NO,16,82,54
2/8/2000 18:00,Tuesday,161,39,NO,NO,NO,NO,18,88,57
2/9/2000 0:00,Wednesday,543,60,YES,NO,NO,NO,17,93,53
2/9/2000 6:00,Wednesday,568,59,YES,NO,NO,NO,15,89,60
2/9/2000 12:00,Wednesday,538,21,YES,NO,NO,YES,15,86,56
2/9/2000 18:00,Wednesday,542,54,YES,NO,NO,NO,16,93,54
2/10/2000 0:00,Thursday,16,24,NO,NO,NO,NO,17,80,58
2/10/2000 6:00,Thursday,328,59,NO,NO,NO,NO,15,81,58
2/10/2000 12:00,Thursday,547,59,NO,NO,NO,YES,17,84,63
2/10/2000 18:00,Thursday,576,34,NO,NO,NO,YES,16,85,61
2/11/2000 0:00,Friday,532,41,NO,NO,YES,NO,17,85,53
2/11/2000 6:00,Friday,604,54,NO,NO,YES,NO,18,94,61
2/11/2000 12:00,Friday,613,45,NO,NO,YES,NO,17,94,52
2/11/2000 18:00,Friday,563,43,NO,NO,YES,NO,17,87,52
2/12/2000 0:00,Saturday,17,60,NO,NO,NO,NO,17,92,65
2/12/2000 6:00,Saturday,323,26,NO,NO,NO,NO,16,88,58
2/12/2000 12:00,Saturday,359,43,NO,NO,NO,NO,15,80,56
2/12/2000 18:00,Saturday,154,42,NO,NO,NO,NO,18,95,55
2/13/2000 0:00,Sunday,566,56,NO,NO,NO,YES,15,82,58
2/13/2000 6:00,Sunday,501,24,NO,NO,NO,YES,17,80,62
2/13/2000 12:00,Sunday,294,25,NO,NO,NO,NO,17,88,56
2/13/2000 18:00,Sunday,165,60,NO,NO,NO,NO,18,82,56
2/14/2000 0:00,Monday,659,54,NO,NO,YES,NO,18,91,51
2/14/2000 6:00,Monday,614,36,NO,NO,YES,YES,16,88,53
2/14/2000 12:00,Monday,532,25,NO,NO,YES,YES,16,95,57
2/14/2000 18:00,Monday,502,27,NO,NO,YES,YES,17,87,64
2/15/2000 0:00,Tuesday,530,57,NO,NO,NO,YES,16,92,50
2/15/2000 6:00,Tuesday,618,26,NO,NO,NO,YES,15,93,60
2/15/2000 12:00,Tuesday,634,21,NO,NO,NO,YES,16,83,63
2/15/2000 18:00,Tuesday,162,46,NO,NO,NO,NO,16,91,54
2/16/2000 0:00,Wednesday,598,45,YES,NO,NO,YES,16,80,54
2/16/2000 6:00,Wednesday,510,22,YES,NO,NO,NO,18,82,62
2/16/2000 12:00,Wednesday,594,23,YES,NO,NO,YES,16,94,58
2/16/2000 18:00,Wednesday,592,52,YES,NO,NO,NO,16,83,65
2/17/2000 0:00,Thursday,522,21,NO,NO,NO,YES,17,81,64
2/17/2000 6:00,Thursday,669,41,NO,NO,NO,YES,16,87,58
2/17/2000 12:00,Thursday,350,47,NO,NO,NO,NO,17,89,63
2/17/2000 18:00,Thursday,170,51,NO,NO,NO,NO,18,89,62
2/18/2000 0:00,Friday,597,23,NO,NO,YES,YES,15,89,59
2/18/2000 6:00,Friday,591,44,NO,NO,YES,YES,17,81,65
2/18/2000 12:00,Friday,642,53,NO,NO,YES,YES,15,94,51
2/18/2000 18:00,Friday,569,51,NO,NO,YES,YES,16,83,51
2/19/2000 0:00,Saturday,20,32,NO,NO,NO,NO,18,82,53
2/19/2000 6:00,Saturday,305,31,NO,NO,NO,NO,16,81,54
2/19/2000 12:00,Saturday,387,58,NO,NO,NO,NO,18,81,63
2/19/2000 18:00,Saturday,163,58,NO,NO,NO,NO,16,90,65
2/20/2000 0:00,Sunday,17,39,NO,NO,NO,NO,15,91,60
2/20/2000 6:00,Sunday,292,44,NO,NO,NO,NO,18,88,65
2/20/2000 12:00,Sunday,543,20,NO,NO,NO,YES,15,82,65
2/20/2000 18:00,Sunday,175,46,NO,NO,NO,NO,16,85,61
2/21/2000 0:00,Monday,111,25,NO,YES,YES,NO,17,92,61
2/21/2000 6:00,Monday,103,49,NO,YES,YES,NO,17,92,51
2/21/2000 12:00,Monday,115,32,NO,YES,YES,NO,18,82,63
2/21/2000 18:00,Monday,102,34,NO,YES,YES,NO,17,86,50
2/22/2000 0:00,Tuesday,541,43,NO,NO,NO,YES,15,88,58
2/22/2000 6:00,Tuesday,302,25,NO,NO,NO,NO,17,94,56
2/22/2000 12:00,Tuesday,663,58,NO,NO,NO,YES,15,94,53
2/22/2000 18:00,Tuesday,170,23,NO,NO,NO,NO,16,87,55
2/23/2000 0:00,Wednesday,514,31,YES,NO,NO,NO,15,92,51
2/23/2000 6:00,Wednesday,502,55,YES,NO,NO,YES,16,82,63
2/23/2000 12:00,Wednesday,522,22,YES,NO,NO,NO,18,86,64
2/23/2000 18:00,Wednesday,584,49,YES,NO,NO,NO,16,82,53
2/24/2000 0:00,Thursday,16,28,NO,NO,NO,NO,16,89,60
2/24/2000 6:00,Thursday,328,40,NO,NO,NO,NO,18,84,54
2/24/2000 12:00,Thursday,389,41,NO,NO,NO,NO,16,94,50
2/24/2000 18:00,Thursday,151,29,NO,NO,NO,NO,17,89,54
2/25/2000 0:00,Friday,593,49,NO,NO,YES,NO,15,87,53
2/25/2000 6:00,Friday,669,35,NO,NO,YES,YES,18,82,52
2/25/2000 12:00,Friday,641,37,NO,NO,YES,NO,16,80,59
2/25/2000 18:00,Friday,682,46,NO,NO,YES,NO,17,81,51
2/26/2000 0:00,Saturday,17,54,NO,NO,NO,NO,16,92,63
2/26/2000 6:00,Saturday,574,56,NO,NO,NO,YES,18,91,59
2/26/2000 12:00,Saturday,260,55,NO,NO,NO,NO,17,88,50
2/26/2000 18:00,Saturday,178,57,NO,NO,NO,NO,18,92,52
2/27/2000 0:00,Sunday,697,28,NO,NO,NO,YES,18,91,53
2/27/2000 6:00,Sunday,565,23,NO,NO,NO,YES,17,94,52
2/27/2000 12:00,Sunday,384,21,NO,NO,NO,NO,15,92,56
2/27/2000 18:00,Sunday,151,52,NO,NO,NO,NO,16,86,55
2/28/2000 0:00,Monday,531,35,NO,NO,YES,YES,16,87,51
2/28/2000 6:00,Monday,605,20,NO,NO,YES,YES,15,89,62
2/28/2000 12:00,Monday,628,30,NO,NO,YES,NO,18,94,64
2/28/2000 18:00,Monday,529,20,NO,NO,YES,NO,15,89,51
2/29/2000 0:00,Tuesday,543,52,NO,NO,NO,YES,15,83,51
2/29/2000 6:00,Tuesday,325,42,NO,NO,NO,NO,15,84,61
2/29/2000 12:00,Tuesday,361,49,NO,NO,NO,NO,16,81,52
2/29/2000 18:00,Tuesday,655,56,NO,NO,NO,YES,16,87,56
3/1/2000 0:00,Wednesday,520,37,YES,NO,NO,NO,17,88,53
3/1/2000 6:00,Wednesday,569,25,YES,NO,NO,NO,16,82,50
3/1/2000 12:00,Wednesday,521,37,YES,NO,NO,YES,15,85,55
3/1/2000 18:00,Wednesday,574,43,YES,NO,NO,YES,15,92,53
3/2/2000 0:00,Thursday,18,29,NO,NO,NO,NO,17,92,59
3/2/2000 6:00,Thursday,623,43,NO,NO,NO,YES,15,81,58
3/2/2000 12:00,Thursday,649,22,NO,NO,NO,YES,17,93,51
3/2/2000 18:00,Thursday,165,57,NO,NO,NO,NO,16,88,53
3/3/2000 0:00,Friday,567,60,NO,NO,YES,NO,17,80,61
3/3/2000 6:00,Friday,528,56,NO,NO,YES,NO,16,84,60
3/3/2000 12:00,Friday,694,27,NO,NO,YES,NO,17,87,57
3/3/2000 18:00,Friday,509,53,NO,NO,YES,NO,18,83,63
3/4/2000 0:00,Saturday,654,28,NO,NO,NO,YES,15,94,63
3/4/2000 6:00,Saturday,300,49,NO,NO,NO,NO,18,95,63
3/4/2000 12:00,Saturday,343,37,NO,NO,NO,NO,16,81,59
3/4/2000 18:00,Saturday,178,57,NO,NO,NO,NO,16,84,64
3/5/2000 0:00,Sunday,605,33,NO,NO,NO,YES,17,89,54
3/5/2000 6:00,Sunday,268,36,NO,NO,NO,NO,16,95,65
3/5/2000 12:00,Sunday,597,35,NO,NO,NO,YES,18,84,58
3/5/2000 18:00,Sunday,161,24,NO,NO,NO,NO,17,83,65
3/6/2000 0:00,Monday,614,43,NO,NO,YES,NO,15,93,56
3/6/2000 6:00,Monday,569,28,NO,NO,YES,NO,16,87,63
3/6/2000 12:00,Monday,618,34,NO,NO,YES,NO,16,93,53
3/6/2000 18:00,Monday,683,43,NO,NO,YES,NO,17,89,64
3/7/2000 0:00,Tuesday,18,24,NO,NO,NO,NO,16,93,55
3/7/2000 6:00,Tuesday,345,60,NO,NO,NO,NO,17,90,63
3/7/2000 12:00,Tuesday,393,43,NO,NO,NO,NO,16,89,51
3/7/2000 18:00,Tuesday,171,56,NO,NO,NO,NO,17,92,54
3/8/2000 0:00,Wednesday,592,54,YES,NO,NO,NO,16,86,53
3/8/2000 6:00,Wednesday,548,30,YES,NO,NO,NO,18,80,52
3/8/2000 12:00,Wednesday,586,50,YES,NO,NO,YES,17,91,60
3/8/2000 18:00,Wednesday,581,37,YES,NO,NO,NO,15,93,59
3/9/2000 0:00,Thursday,651,50,NO,NO,NO,YES,16,82,61
3/9/2000 6:00,Thursday,588,43,NO,NO,NO,YES,18,87,56
3/9/2000 12:00,Thursday,373,30,NO,NO,NO,NO,16,92,65
3/9/2000 18:00,Thursday,521,25,NO,NO,NO,YES,18,91,61
3/10/2000 0:00,Friday,542,25,NO,NO,YES,YES,18,86,57
3/10/2000 6:00,Friday,651,46,NO,NO,YES,NO,16,86,50
3/10/2000 12:00,Friday,586,58,NO,NO,YES,NO,16,95,61
3/10/2000 18:00,Friday,657,41,NO,NO,YES,NO,17,86,56
3/11/2000 0:00,Saturday,15,35,NO,NO,NO,NO,17,88,64
3/11/2000 6:00,Saturday,312,33,NO,NO,NO,NO,18,91,57
3/11/2000 12:00,Saturday,354,52,NO,NO,NO,NO,16,89,56
3/11/2000 18:00,Saturday,178,53,NO,NO,NO,NO,17,94,50
3/12/2000 0:00,Sunday,15,25,NO,NO,NO,NO,15,90,54
3/12/2000 6:00,Sunday,616,59,NO,NO,NO,YES,15,88,50
3/12/2000 12:00,Sunday,379,23,NO,NO,NO,NO,15,88,65
3/12/2000 18:00,Sunday,155,41,NO,NO,NO,NO,16,82,59
3/13/2000 0:00,Monday,563,40,NO,NO,YES,NO,15,85,55
3/13/2000 6:00,Monday,525,55,NO,NO,YES,NO,18,94,60
3/13/2000 12:00,Monday,620,32,NO,NO,YES,YES,16,88,64
3/13/2000 18:00,Monday,585,26,NO,NO,YES,NO,16,95,65
3/14/2000 0:00,Tuesday,15,50,NO,NO,NO,NO,17,93,55
3/14/2000 6:00,Tuesday,697,33,NO,NO,NO,YES,17,90,65
3/14/2000 12:00,Tuesday,359,31,NO,NO,NO,NO,15,92,61
3/14/2000 18:00,Tuesday,161,48,NO,NO,NO,NO,18,95,53
3/15/2000 0:00,Wednesday,520,22,YES,NO,NO,YES,15,90,55
3/15/2000 6:00,Wednesday,558,59,YES,NO,NO,NO,18,95,59
3/15/2000 12:00,Wednesday,553,45,YES,NO,NO,YES,17,89,65
3/15/2000 18:00,Wednesday,535,27,YES,NO,NO,NO,15,91,53
3/16/2000 0:00,Thursday,17,32,NO,NO,NO,NO,15,94,53
3/16/2000 6:00,Thursday,345,28,NO,NO,NO,NO,17,92,62
3/16/2000 12:00,Thursday,354,26,NO,NO,NO,NO,17,84,52
3/16/2000 18:00,Thursday,155,43,NO,NO,NO,NO,15,81,58
3/17/2000 0:00,Friday,544,24,NO,NO,YES,NO,16,86,65
3/17/2000 6:00,Friday,648,57,NO,NO,YES,NO,17,82,64
3/17/2000 12:00,Friday,502,49,NO,NO,YES,NO,17,81,65
3/17/2000 18:00,Friday,550,60,NO,NO,YES,NO,18,95,56
3/18/2000 0:00,Saturday,565,52,NO,NO,NO,YES,16,94,65
3/18/2000 6:00,Saturday,308,27,NO,NO,NO,NO,16,91,59
3/18/2000 12:00,Saturday,379,34,NO,NO,NO,NO,17,88,57
3/18/2000 18:00,Saturday,268,22,NO,NO,NO,NO,17,85,60
3/19/2000 0:00,Sunday,510,26,NO,NO,NO,YES,15,81,65
3/19/2000 6:00,Sunday,341,30,NO,NO,NO,NO,15,90,50
3/19/2000 12:00,Sunday,595,32,NO,NO,NO,YES,15,91,51
3/19/2000 18:00,Sunday,151,31,NO,NO,NO,NO,16,94,57
3/20/2000 0:00,Monday,698,59,NO,NO,YES,YES,16,90,61
3/20/2000 6:00,Monday,506,42,NO,NO,YES,YES,16,86,63
3/20/2000 12:00,Monday,656,55,NO,NO,YES,NO,15,84,58
3/20/2000 18:00,Monday,639,56,NO,NO,YES,YES,16,92,53
3/21/2000 0:00,Tuesday,16,44,NO,NO,NO,NO,17,91,62
3/21/2000 6:00,Tuesday,322,57,NO,NO,NO,NO,16,83,59
3/21/2000 12:00,Tuesday,378,51,NO,NO,NO,NO,15,81,57
3/21/2000 18:00,Tuesday,154,48,NO,NO,NO,NO,18,80,51
3/22/2000 0:00,Wednesday,553,25,YES,NO,NO,NO,17,88,54
3/22/2000 6:00,Wednesday,545,54,YES,NO,NO,NO,15,92,63
3/22/2000 12:00,Wednesday,573,44,YES,NO,NO,NO,15,88,52
3/22/2000 18:00,Wednesday,511,31,YES,NO,NO,NO,15,92,51
3/23/2000 0:00,Thursday,15,53,NO,NO,NO,NO,16,86,64
3/23/2000 6:00,Thursday,327,41,NO,NO,NO,NO,18,90,64
3/23/2000 12:00,Thursday,351,55,NO,NO,NO,NO,17,83,52
3/23/2000 18:00,Thursday,161,24,NO,NO,NO,NO,16,89,60
3/24/2000 0:00,Friday,555,56,NO,NO,YES,NO,16,80,62
3/24/2000 6:00,Friday,646,29,NO,NO,YES,YES,18,88,54
3/24/2000 12:00,Friday,698,51,NO,NO,YES,NO,17,92,59
3/24/2000 18:00,Friday,656,41,NO,NO,YES,NO,15,90,50
3/25/2000 0:00,Saturday,636,31,NO,NO,NO,YES,17,92,61
3/25/2000 6:00,Saturday,328,27,NO,NO,NO,NO,15,84,55
3/25/2000 12:00,Saturday,363,40,NO,NO,NO,NO,18,81,54
3/25/2000 18:00,Saturday,175,20,NO,NO,NO,NO,16,88,55
3/26/2000 0:00,Sunday,15,43,NO,NO,NO,NO,18,90,58
3/26/2000 6:00,Sunday,603,56,NO,NO,NO,YES,17,89,58
3/26/2000 12:00,Sunday,356,31,NO,NO,NO,NO,15,82,53
3/26/2000 18:00,Sunday,254,27,NO,NO,NO,NO,18,91,55
3/27/2000 0:00,Monday,599,53,NO,NO,YES,NO,18,82,64
3/27/2000 6:00,Monday,532,23,NO,NO,YES,NO,18,83,56
3/27/2000 12:00,Monday,676,57,NO,NO,YES,NO,15,89,50
3/27/2000 18:00,Monday,684,37,NO,NO,YES,NO,16,82,64
3/28/2000 0:00,Tuesday,18,24,NO,NO,NO,NO,18,88,63
3/28/2000 6:00,Tuesday,302,44,NO,NO,NO,NO,18,95,57
3/28/2000 12:00,Tuesday,395,30,NO,NO,NO,NO,15,87,54
3/28/2000 18:00,Tuesday,166,34,NO,NO,NO,NO,16,85,54
3/29/2000 0:00,Wednesday,104,48,YES,YES,NO,NO,15,95,60
3/29/2000 6:00,Wednesday,112,46,YES,YES,NO,YES,18,92,58
3/29/2000 12:00,Wednesday,109,29,YES,YES,NO,NO,15,91,55
3/29/2000 18:00,Wednesday,101,43,YES,YES,NO,NO,16,83,57
3/30/2000 0:00,Thursday,100,59,NO,YES,NO,YES,15,82,51
3/30/2000 6:00,Thursday,106,55,NO,YES,NO,NO,17,87,53
3/30/2000 12:00,Thursday,120,38,NO,YES,NO,YES,16,80,57
3/30/2000 18:00,Thursday,114,52,NO,YES,NO,YES,17,89,60
3/31/2000 0:00,Friday,116,55,NO,YES,YES,YES,16,84,65
3/31/2000 6:00,Friday,115,51,NO,YES,YES,NO,17,88,57
3/31/2000 12:00,Friday,117,52,NO,YES,YES,YES,15,85,63
